Format Version,1.23,,,,,,,100,Export Frame Rate,100,Capture Start Time,2024-04-16 01.05.29.464 PM,Total Frames in Take,1961,Total Exported Frames,1961,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
349,3.49,0.729823,4.650777,-0.203391,0.208681,0.907621,-0.079988,3.39199,0.000295,0.030041,0.748788,3.398293,0.88758,0.113234,0.75042,3.450416,0.949673,0.028907,0.743185,3.327261,0.932818,-0.262311,-0.084247,0.075314,0.709737,0.385345,3.388081,0.00009,0.724425,0.385358,3.45487,0.973015,0.764771,0.385247,3.352074,0.971214,0.640015,0.38543,3.357301,0.979059,0.729823,4.650777,-0.203391,0.208681,0.907621,-0.079988,0.000545,0.260766,0.910004,-0.171216,0.92599,0.1585,0.909568,-0.006583,0.846179,0.289472,0.909229,-0.02281,0.972871,0.210834,0.899947,-0.060553,0.868469,0.123832,0.909355,-0.138775,0,0.125804,0.908829,-0.145731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724345,0.385358,3.454935,0.764806,0.385247,3.351965,0.640059,0.38543,3.357343,0.029678,0.748816,3.398513,0.113425,0.750412,3.450385,0.029079,0.743164,3.327071,0.260764,0.910023,-0.171582,0.157949,0.909606,-0.006397,0.289523,0.909181,-0.022804,0.211337,0.899938,-0.060379
350,3.5,0.753074,4.697411,-0.188092,0.208668,0.906439,-0.079707,3.391963,0.000279,0.030006,0.74882,3.39826,0.893162,0.11319,0.750444,3.450397,0.952758,0.028883,0.743175,3.327231,0.936217,-0.245791,-0.096773,0.037513,0.709738,0.3854,3.388061,0.000113,0.724411,0.385384,3.454852,0.970899,0.76478,0.385276,3.352066,0.968463,0.640023,0.385539,3.357265,0.977774,0.753074,4.697411,-0.188092,0.208668,0.906439,-0.079707,0.000556,0.260678,0.908876,-0.170977,0.900105,0.158546,0.908342,-0.006261,0.854386,0.289504,0.908046,-0.022594,0.969599,0.210839,0.898758,-0.060278,0.862729,0.123771,0.908175,-0.138425,0,0.125801,0.907515,-0.145511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724308,0.385384,3.454906,0.764822,0.385276,3.351947,0.640084,0.385539,3.35733,0.029641,0.748848,3.39848,0.113374,0.750435,3.450356,0.029064,0.743155,3.327052,0.260642,0.908888,-0.171374,0.15798,0.908363,-0.006124,0.289599,0.907991,-0.022543,0.211346,0.898781,-0.060069
351,3.51,0.649056,4.607684,-0.199122,0.208843,0.904807,-0.079359,3.391993,0.000293,0.030046,0.748791,3.398293,0.893421,0.113235,0.750415,3.450423,0.950834,0.028916,0.743174,3.327262,0.936605,-0.230629,-0.089219,0.037354,0.709751,0.385392,3.388088,0.000114,0.724433,0.385358,3.454878,0.969749,0.764788,0.385277,3.352086,0.966335,0.640032,0.38554,3.357301,0.978631,0.649056,4.607684,-0.199122,0.208843,0.904807,-0.079359,0.0005,0.260997,0.907066,-0.170551,0.918213,0.158608,0.906854,-0.005995,0.865894,0.289591,0.906501,-0.022123,0.987919,0.210983,0.897161,-0.059912,0.869436,0.124039,0.906453,-0.138213,0,0.125924,0.906038,-0.145143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724328,0.385358,3.454937,0.764839,0.385277,3.351961,0.640087,0.38554,3.357367,0.029678,0.748819,3.398505,0.113429,0.750407,3.450393,0.029091,0.743154,3.327079,0.261,0.907102,-0.170876,0.158102,0.906922,-0.005828,0.289609,0.906463,-0.022146,0.211468,0.897094,-0.05973
352,3.52,0.713273,4.625185,-0.28692,0.20876,0.903773,-0.079159,3.391969,0.000289,0.029987,0.748818,3.398266,0.893859,0.11317,0.75046,3.450404,0.952572,0.028865,0.743193,3.327236,0.935782,-0.239716,-0.096012,0.039079,0.709727,0.385394,3.388052,0.000123,0.724401,0.385371,3.454843,0.970414,0.764768,0.385275,3.352056,0.968774,0.640011,0.385535,3.357257,0.97576,0.713273,4.625185,-0.28692,0.20876,0.903773,-0.079159,0.000566,0.260888,0.906043,-0.170366,0.900492,0.158551,0.905823,-0.005777,0.846888,0.289528,0.905287,-0.021947,0.962058,0.210894,0.896104,-0.059721,0.855252,0.123939,0.905607,-0.137984,0,0.125927,0.904771,-0.144925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724297,0.385371,3.4549,0.764798,0.385275,3.351935,0.640084,0.385535,3.35732,0.029627,0.748847,3.398488,0.113357,0.750452,3.45037,0.02904,0.743173,3.327049,0.260822,0.906076,-0.170757,0.157952,0.905883,-0.005665,0.289656,0.905239,-0.021882,0.21143,0.896059,-0.059507
353,3.53,0.576128,4.623768,-0.144336,0.208972,0.902109,-0.078752,3.391988,0.000288,0.030039,0.748779,3.398288,0.896841,0.113227,0.750419,3.450418,0.952696,0.028909,0.743161,3.327258,0.937868,-0.233011,-0.086497,0.031101,0.709754,0.38537,3.388087,0.000127,0.724439,0.385337,3.454875,0.969136,0.764789,0.385248,3.352082,0.967361,0.640033,0.385524,3.357303,0.975566,0.576128,4.623768,-0.144336,0.208972,0.902109,-0.078752,0.000516,0.261099,0.904309,-0.169961,0.924176,0.158753,0.904196,-0.005377,0.848945,0.289733,0.903949,-0.02154,0.972979,0.211123,0.894488,-0.059297,0.876469,0.124149,0.903604,-0.137585,0,0.126043,0.903195,-0.144473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724334,0.385337,3.454941,0.764818,0.385248,3.351954,0.640109,0.385524,3.357365,0.029685,0.748807,3.3985,0.113414,0.750411,3.450391,0.029075,0.743141,3.327074,0.261114,0.904305,-0.170264,0.158185,0.904199,-0.005173,0.289816,0.903895,-0.021584,0.211593,0.894543,-0.059155
354,3.54,0.677812,4.670147,-0.172442,0.208903,0.900969,-0.078518,3.391962,0.000287,0.030008,0.748818,3.398258,0.887301,0.113189,0.75044,3.4504,0.949315,0.028888,0.743194,3.327228,0.934364,-0.269748,-0.092161,0.084962,0.709711,0.385372,3.38806,0.000116,0.72439,0.385396,3.45485,0.970619,0.76475,0.385279,3.35206,0.96548,0.639993,0.385441,3.35727,0.983459,0.677812,4.670147,-0.172442,0.208903,0.900969,-0.078518,0.000544,0.260957,0.903302,-0.169766,0.897647,0.158746,0.902953,-0.005099,0.861443,0.289712,0.902671,-0.021369,0.96581,0.211067,0.893313,-0.059078,0.864171,0.124034,0.902606,-0.137279,0,0.125997,0.902003,-0.14431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724293,0.385396,3.454917,0.764812,0.385279,3.351936,0.640028,0.385441,3.357326,0.029615,0.748847,3.398478,0.113386,0.75043,3.450355,0.029082,0.743174,3.327053,0.260901,0.903314,-0.170171,0.158206,0.902977,-0.004976,0.2898,0.902617,-0.02128,0.211574,0.893331,-0.058884
355,3.55,0.631087,4.651411,-0.134066,0.209034,0.89953,-0.078204,3.391993,0.000285,0.030039,0.748783,3.398295,0.887301,0.113229,0.750422,3.450422,0.949315,0.028908,0.743178,3.327263,0.934364,-0.239851,-0.084263,0.054546,0.709749,0.385381,3.38809,0.000117,0.724437,0.385362,3.454878,0.970619,0.764783,0.385277,3.352083,0.96548,0.640027,0.385503,3.35731,0.983459,0.631087,4.651411,-0.134066,0.209034,0.89953,-0.078204,0.000545,0.261117,0.901828,-0.169436,0.897647,0.158851,0.901536,-0.004803,0.861443,0.289822,0.901329,-0.021029,0.96581,0.211197,0.89189,-0.058757,0.864171,0.124183,0.901066,-0.136995,0,0.126128,0.900473,-0.143902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724337,0.385362,3.454937,0.764817,0.385277,3.351963,0.640094,0.385503,3.35737,0.029693,0.74881,3.398508,0.113411,0.750415,3.450394,0.029072,0.743158,3.327078,0.261106,0.901842,-0.169831,0.158327,0.901567,-0.004622,0.289863,0.90128,-0.020983,0.21169,0.891896,-0.058588
356,3.56,0.525862,4.629379,-0.150263,0.209094,0.898211,-0.077863,3.391977,0.00029,0.029997,0.748809,3.398272,0.898237,0.113175,0.750462,3.450418,0.953887,0.028884,0.743209,3.32724,0.938004,-0.27103,-0.086549,0.080708,0.709719,0.385376,3.388058,0.000113,0.724405,0.385401,3.454847,0.970919,0.764755,0.385278,3.352053,0.968744,0.639999,0.38545,3.357275,0.977496,0.525862,4.629379,-0.150263,0.209094,0.898211,-0.077863,0.000499,0.261212,0.900325,-0.169079,0.901014,0.158883,0.900368,-0.004485,0.861267,0.289861,0.900094,-0.02066,0.980399,0.211247,0.890607,-0.058401,0.869483,0.124266,0.899662,-0.136689,0,0.126108,0.899333,-0.143718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724312,0.385401,3.454904,0.764819,0.385278,3.351939,0.640028,0.38545,3.357332,0.029622,0.748837,3.39849,0.113368,0.750454,3.450382,0.029065,0.74319,3.327058,0.261186,0.900344,-0.16937,0.158351,0.900413,-0.004327,0.28986,0.900042,-0.020699,0.211807,0.890596,-0.05823
357,3.57,0.608144,4.656678,-0.158033,0.209113,0.896833,-0.077502,3.391999,0.000274,0.030043,0.748775,3.3983,0.89125,0.11323,0.750414,3.450431,0.95075,0.028916,0.743181,3.327267,0.935532,-0.232013,-0.09525,0.045348,0.709748,0.385377,3.388084,0.00012,0.724424,0.385347,3.454875,0.972705,0.764789,0.38527,3.352087,0.967232,0.640033,0.385515,3.35729,0.984052,0.608144,4.656678,-0.158033,0.209113,0.896833,-0.077502,0.000493,0.261188,0.89907,-0.16874,0.926819,0.158938,0.898892,-0.004097,0.860675,0.289908,0.898624,-0.020335,0.983871,0.211274,0.889201,-0.058052,0.853627,0.124257,0.898379,-0.136285,0,0.12626,0.897798,-0.1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724324,0.385347,3.454933,0.764817,0.38527,3.351969,0.640104,0.385515,3.357349,0.02969,0.748803,3.398517,0.113408,0.750405,3.450392,0.029091,0.743162,3.32709,0.261139,0.899092,-0.169096,0.158441,0.898933,-0.003991,0.289983,0.898579,-0.020275,0.211744,0.889183,-0.057862
358,3.58,0.600276,4.647937,-0.234654,0.209058,0.895754,-0.077299,3.391966,0.000276,0.029991,0.748833,3.398264,0.896129,0.113178,0.750431,3.450397,0.954297,0.02886,0.743191,3.327236,0.937604,-0.242631,-0.099037,0.042032,0.709731,0.385391,3.388064,0.000113,0.724402,0.385372,3.454856,0.971237,0.764774,0.385274,3.352071,0.969587,0.640017,0.385527,3.357265,0.976701,0.600276,4.647937,-0.234654,0.209058,0.895754,-0.077299,0.000555,0.261149,0.897898,-0.168531,0.909894,0.158876,0.897898,-0.003902,0.872573,0.289847,0.89745,-0.020122,0.973269,0.211207,0.888123,-0.057847,0.873212,0.124213,0.897398,-0.136095,0,0.126212,0.896539,-0.143022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724303,0.385373,3.454924,0.764812,0.385274,3.351947,0.640077,0.385527,3.357322,0.029613,0.748862,3.398488,0.113365,0.750421,3.450347,0.029052,0.743171,3.327062,0.261086,0.897935,-0.1689,0.158284,0.897966,-0.003792,0.289945,0.897403,-0.020085,0.211764,0.888066,-0.057626
359,3.59,0.472137,4.590278,-0.188647,0.2093,0.894226,-0.076919,3.391996,0.000283,0.030045,0.748791,3.398301,0.896888,0.113242,0.750416,3.450417,0.952267,0.028903,0.743172,3.327271,0.938857,-0.248132,-0.091143,0.078882,0.709742,0.385343,3.388089,0.000101,0.724422,0.385341,3.454879,0.973805,0.76478,0.385258,3.352088,0.969249,0.640024,0.385431,3.3573,0.986361,0.472137,4.590278,-0.188647,0.2093,0.894226,-0.076919,0.00051,0.261481,0.896214,-0.168102,0.939726,0.159041,0.896489,-0.003577,0.837075,0.290029,0.89611,-0.019664,0.968206,0.211435,0.88664,-0.057448,0.851032,0.124513,0.895676,-0.135804,0,0.126258,0.89507,-0.142618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724339,0.385341,3.454943,0.764833,0.385258,3.351977,0.640053,0.385431,3.357346,0.029687,0.748818,3.398505,0.113431,0.750408,3.450388,0.029072,0.743153,3.327095,0.261434,0.896236,-0.168337,0.158411,0.896545,-0.003419,0.290128,0.896061,-0.019727,0.212013,0.886611,-0.057307
360,3.6,0.597336,4.675581,-0.145208,0.209171,0.893001,-0.076591,3.391963,0.000277,0.030011,0.748814,3.398257,0.890729,0.113188,0.750439,3.450406,0.951839,0.028898,0.743192,3.327227,0.935503,-0.257721,-0.091742,0.091118,0.709702,0.385367,3.388056,0.000111,0.724382,0.385379,3.454846,0.970122,0.764741,0.385287,3.352056,0.965595,0.639984,0.385435,3.357266,0.984684,0.597336,4.675581,-0.145208,0.209171,0.893001,-0.076591,0.000561,0.261215,0.895234,-0.167847,0.888771,0.159019,0.895061,-0.00317,0.865711,0.289984,0.894819,-0.019452,0.976093,0.21134,0.885373,-0.057141,0.855402,0.124296,0.894518,-0.135347,0,0.126294,0.893878,-0.142422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72429,0.385379,3.454922,0.764796,0.385287,3.35193,0.640021,0.385435,3.357316,0.029636,0.748843,3.398478,0.113374,0.750429,3.45036,0.029087,0.743172,3.327052,0.261178,0.895272,-0.168288,0.158498,0.895124,-0.003057,0.290028,0.894773,-0.01938,0.211855,0.885317,-0.056883
361,3.61,0.569426,4.670249,-0.101904,0.209279,0.891599,-0.076201,3.391991,0.000288,0.030053,0.748783,3.398295,0.897952,0.113248,0.750423,3.450414,0.954677,0.028914,0.743168,3.327265,0.936703,-0.25309,-0.08686,0.081429,0.709729,0.385339,3.388088,0.00011,0.724414,0.385342,3.454877,0.971457,0.764764,0.385253,3.352083,0.966714,0.640008,0.385421,3.357304,0.984097,0.569426,4.670249,-0.101904,0.209279,0.891599,-0.076201,0.000525,0.261331,0.893832,-0.167453,0.91115,0.159119,0.893653,-0.002786,0.861001,0.290085,0.893503,-0.019054,0.983162,0.211452,0.883981,-0.056748,0.851366,0.124409,0.893027,-0.134966,0,0.126407,0.892434,-0.142032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724321,0.385343,3.454944,0.764821,0.385253,3.351963,0.640043,0.385421,3.357357,0.029712,0.748811,3.398518,0.113426,0.750415,3.450385,0.029077,0.743147,3.327071,0.261282,0.893856,-0.167804,0.158577,0.893697,-0.002669,0.290123,0.893449,-0.019039,0.212005,0.883967,-0.056529
362,3.62,0.550834,4.642241,-0.148337,0.209231,0.890464,-0.075986,3.391977,0.000291,0.030001,0.748821,3.398269,0.89094,0.113172,0.750454,3.450425,0.951226,0.028894,0.743199,3.327238,0.934702,-0.247053,-0.099073,0.049842,0.709731,0.38539,3.388063,0.000114,0.724401,0.385378,3.454855,0.970166,0.764774,0.385277,3.35207,0.967452,0.640017,0.385514,3.357264,0.977616,0.550834,4.642241,-0.148337,0.209231,0.890464,-0.075986,0.000544,0.261329,0.892619,-0.167213,0.911653,0.159037,0.892587,-0.002596,0.842805,0.290011,0.892324,-0.018801,0.97311,0.211389,0.882851,-0.056528,0.828857,0.12439,0.891938,-0.134792,0,0.126369,0.89119,-0.141761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724296,0.385379,3.45491,0.76482,0.385277,3.351948,0.640077,0.385514,3.357331,0.029628,0.74885,3.398493,0.113364,0.750445,3.450387,0.029076,0.743179,3.327052,0.261232,0.892688,-0.167546,0.158422,0.892707,-0.002541,0.29011,0.892284,-0.01879,0.212001,0.882702,-0.056261
363,3.63,0.563209,4.671355,-0.128928,0.209341,0.889025,-0.075589,3.391993,0.000299,0.030036,0.748789,3.398293,0.89094,0.113224,0.750423,3.450422,0.951226,0.028906,0.743177,3.327262,0.934702,-0.243802,-0.084431,0.033346,0.709753,0.385378,3.388092,0.000117,0.724441,0.385358,3.45488,0.970166,0.764787,0.385251,3.352085,0.967452,0.640031,0.385524,3.357311,0.977616,0.563209,4.671355,-0.128928,0.209341,0.889025,-0.075589,0.000508,0.261392,0.891221,-0.166841,0.911653,0.159183,0.891113,-0.002172,0.842805,0.290149,0.890899,-0.018444,0.97311,0.211511,0.881409,-0.056134,0.828857,0.12447,0.890485,-0.134352,0,0.126405,0.889753,-0.141323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72435,0.385358,3.454941,0.764804,0.385251,3.351972,0.640105,0.385523,3.357363,0.02967,0.748817,3.398506,0.11342,0.750415,3.450397,0.029075,0.743157,3.327074,0.261371,0.891225,-0.167211,0.15868,0.891121,-0.002051,0.290198,0.890843,-0.018421,0.211985,0.881454,-0.055908
364,3.64,0.527407,4.648036,-0.184383,0.209275,0.88789,-0.075374,3.391964,0.000278,0.030002,0.748822,3.39826,0.894058,0.113183,0.75044,3.450401,0.950637,0.02888,0.74319,3.32723,0.93639,-0.244434,-0.092618,0.037509,0.709737,0.385389,3.388058,0.00012,0.724415,0.385371,3.454849,0.972711,0.764776,0.385266,3.352059,0.971417,0.64002,0.385529,3.357267,0.977472,0.527407,4.648036,-0.184383,0.209275,0.88789,-0.075374,0.000559,0.261364,0.88997,-0.166608,0.907429,0.15909,0.890078,-0.00198,0.870701,0.290062,0.889726,-0.018199,0.980459,0.21143,0.880285,-0.055913,0.868256,0.124428,0.88939,-0.134172,0,0.126409,0.888603,-0.141069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724313,0.385371,3.454907,0.76481,0.385266,3.351938,0.640089,0.385529,3.35733,0.02962,0.748851,3.398482,0.113372,0.75043,3.450353,0.029073,0.74317,3.327057,0.261308,0.890045,-0.166969,0.158499,0.89021,-0.001867,0.290125,0.889694,-0.01819,0.212012,0.88011,-0.055672
365,3.65,0.518141,4.669091,-0.147362,0.209325,0.886507,-0.074992,3.392001,0.000301,0.030051,0.74878,3.398305,0.889491,0.113245,0.750428,3.450425,0.951201,0.028914,0.743161,3.327274,0.935081,-0.251214,-0.085253,0.086964,0.709725,0.38534,3.388095,0.000107,0.724412,0.385343,3.454883,0.97056,0.764759,0.385261,3.352088,0.968646,0.640004,0.385417,3.357313,0.976625,0.518141,4.669091,-0.147362,0.209325,0.886507,-0.074992,0.000493,0.26138,0.888611,-0.166245,0.90671,0.159165,0.88867,-0.00158,0.846198,0.290131,0.888401,-0.017846,0.982113,0.211492,0.878905,-0.055531,0.836412,0.124456,0.887945,-0.13376,0,0.126504,0.887118,-0.140656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724331,0.385344,3.454954,0.764823,0.385261,3.351974,0.640021,0.385417,3.357356,0.029693,0.748808,3.398527,0.113435,0.75042,3.4504,0.029081,0.74314,3.327078,0.261327,0.888657,-0.166557,0.158614,0.88875,-0.001495,0.290248,0.888364,-0.017839,0.211979,0.878817,-0.055311
366,3.66,0.542554,4.691314,-0.139005,0.209327,0.885278,-0.074659,3.391969,0.000288,0.030015,0.74882,3.398269,0.894563,0.113203,0.750445,3.450399,0.951845,0.028885,0.743207,3.327238,0.935377,-0.238139,-0.096144,0.031304,0.709728,0.3854,3.388066,0.000108,0.724402,0.385373,3.454857,0.973063,0.764769,0.385275,3.35207,0.967269,0.640012,0.385551,3.35727,0.988483,0.542554,4.691314,-0.139005,0.209327,0.885278,-0.074659,0.000493,0.261346,0.88743,-0.16593,0.92004,0.159195,0.887402,-0.001226,0.859265,0.290155,0.887159,-0.017543,0.969436,0.211503,0.877668,-0.055201,0.864514,0.124436,0.88673,-0.133392,0,0.126436,0.886036,-0.14041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724308,0.385373,3.454915,0.764803,0.385275,3.351956,0.640072,0.385551,3.357326,0.029645,0.74885,3.398501,0.113388,0.750436,3.450356,0.029069,0.743187,3.327049,0.26133,0.887446,-0.166318,0.158742,0.88743,-0.001102,0.290185,0.887113,-0.017489,0.211943,0.877671,-0.054991
367,3.67,0.41585,4.664528,-0.088322,0.209477,0.883749,-0.074267,3.392005,0.000279,0.030042,0.748771,3.39831,0.897812,0.113237,0.750411,3.450428,0.953515,0.028904,0.743185,3.327277,0.938837,-0.235108,-0.095631,0.03668,0.709759,0.385373,3.388097,0.000114,0.724434,0.385344,3.454888,0.970959,0.7648,0.385255,3.3521,0.968553,0.640044,0.385519,3.357302,0.978395,0.41585,4.664528,-0.088322,0.209477,0.883749,-0.074267,0.000449,0.261538,0.885752,-0.165518,0.929689,0.159308,0.885986,-0.000862,0.876993,0.290276,0.885824,-0.017117,0.986571,0.21165,0.876183,-0.054792,0.871076,0.124612,0.885,-0.133044,0,0.126579,0.88459,-0.139986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724334,0.385344,3.454948,0.764837,0.385255,3.35198,0.640106,0.385519,3.357362,0.029691,0.748798,3.398518,0.113421,0.750403,3.450397,0.029072,0.743166,3.327101,0.261512,0.885773,-0.165797,0.158833,0.88603,-0.000742,0.290295,0.885779,-0.01714,0.212132,0.876162,-0.05461
368,3.68,0.520868,4.680994,-0.21315,0.209373,0.882841,-0.074056,3.391967,0.000279,0.030009,0.748816,3.398266,0.889453,0.113196,0.75046,3.450397,0.95189,0.028881,0.743189,3.327236,0.934162,-0.25163,-0.098772,0.04224,0.709737,0.385399,3.388063,0.000117,0.724408,0.385391,3.454855,0.969988,0.76478,0.385276,3.35207,0.967422,0.640023,0.38553,3.357265,0.977974,0.520868,4.680994,-0.21315,0.209373,0.882841,-0.074056,0.000571,0.261411,0.884881,-0.16532,0.902691,0.159232,0.885065,-0.000633,0.842503,0.290194,0.884645,-0.016928,0.963169,0.211536,0.875238,-0.054595,0.849896,0.124494,0.884374,-0.132805,0,0.126459,0.883517,-0.139768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724306,0.385391,3.454918,0.764819,0.385276,3.351946,0.640087,0.38553,3.357326,0.029632,0.748846,3.398495,0.113382,0.750451,3.450347,0.029073,0.743169,3.327057,0.261351,0.884909,-0.165704,0.158612,0.885114,-0.000531,0.290328,0.884592,-0.016895,0.212082,0.875215,-0.054346
