Format Version,1.23,Take Name,semi_circle_08_01_002,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-01-08 02.32.16.993 PM,Total Frames in Take,2611,Total Exported Frames,2611,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,tello_30_12,tello_30_12,tello_30_12,tello_30_12,tello_30_12,tello_30_12,tello_30_12,"tello_30_12:Marker1","tello_30_12:Marker1","tello_30_12:Marker1","tello_30_12:Marker1","tello_30_12:Marker2","tello_30_12:Marker2","tello_30_12:Marker2","tello_30_12:Marker2","tello_30_12:Marker3","tello_30_12:Marker3","tello_30_12:Marker3","tello_30_12:Marker3","tello_30_12:Marker4","tello_30_12:Marker4","tello_30_12:Marker4","tello_30_12:Marker4","tello_30_12:Marker5","tello_30_12:Marker5","tello_30_12:Marker5","tello_30_12:Marker5",Unlabeled 1082,Unlabeled 1082,Unlabeled 1082,Unlabeled 1083,Unlabeled 1083,Unlabeled 1083,Unlabeled 1084,Unlabeled 1084,Unlabeled 1084,Unlabeled 1085,Unlabeled 1085,Unlabeled 1085,Unlabeled 1086,Unlabeled 1086,Unlabeled 1086,Unlabeled 1090,Unlabeled 1090,Unlabeled 1090,Unlabeled 1091,Unlabeled 1091,Unlabeled 1091,Unlabeled 1094,Unlabeled 1094,Unlabeled 1094,Unlabeled 1095,Unlabeled 1095,Unlabeled 1095,Unlabeled 1096,Unlabeled 1096,Unlabeled 1096,Unlabeled 1098,Unlabeled 1098,Unlabeled 1098,Unlabeled 1099,Unlabeled 1099,Unlabeled 1099,Unlabeled 1100,Unlabeled 1100,Unlabeled 1100,Unlabeled 1101,Unlabeled 1101,Unlabeled 1101,Unlabeled 1102,Unlabeled 1102,Unlabeled 1102,Unlabeled 1103,Unlabeled 1103,Unlabeled 1103,Unlabeled 1104,Unlabeled 1104,Unlabeled 1104,Unlabeled 1105,Unlabeled 1105,Unlabeled 1105,Unlabeled 1106,Unlabeled 1106,Unlabeled 1106,Unlabeled 1107,Unlabeled 1107,Unlabeled 1107,Unlabeled 1109,Unlabeled 1109,Unlabeled 1109,Unlabeled 1110,Unlabeled 1110,Unlabeled 1110,Unlabeled 1111,Unlabeled 1111,Unlabeled 1111,tello_30_12:Marker1,tello_30_12:Marker1,tello_30_12:Marker1,tello_30_12:Marker2,tello_30_12:Marker2,tello_30_12:Marker2,tello_30_12:Marker3,tello_30_12:Marker3,tello_30_12:Marker3,tello_30_12:Marker4,tello_30_12:Marker4,tello_30_12:Marker4,tello_30_12:Marker5,tello_30_12:Marker5,tello_30_12:Marker5
,ID,"A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","A64808FBA70D11EE8AE82AD64BB4A287","C3550","C3550","C3550","C3570","C3570","C3570","C46D0","C46D0","C46D0","C48C0","C48C0","C48C0","C48E0","C48E0","C48E0","C47B0","C47B0","C47B0","C47C0","C47C0","C47C0","C4910","C4910","C4910","C48F0","C48F0","C48F0","C4C90","C4C90","C4C90","C4CA0","C4CA0","C4CA0","C4CC0","C4CC0","C4CC0","C4CB0","C4CB0","C4CB0","C4C70","C4C70","C4C70","C3C20","C3C20","C3C20","C4CE0","C4CE0","C4CE0","C4CD0","C4CD0","C4CD0","C4CF0","C4CF0","C4CF0","C4D00","C4D00","C4D00","C4D40","C4D40","C4D40","C4D60","C4D60","C4D60","C4D70","C4D70","C4D70","C4D80","C4D80","C4D80","54906204AE2A11EE8AE82AD64BB4A287","54906204AE2A11EE8AE82AD64BB4A287","54906204AE2A11EE8AE82AD64BB4A287","C3C80","C3C80","C3C80","C3C70","C3C70","C3C70","C4890","C4890","C4890","C35F0","C35F0","C35F0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,2.187856,-0.258333,1.396670,1.542913,0.134887,3.772030,0.001371,1.632458,0.142717,3.811263,0.000000,1.596986,0.142453,3.691734,0.000000,1.546622,0.127134,3.800727,0.621349,1.473708,0.129976,3.847118,0.672031,1.464792,0.132155,3.709310,0.900594,2.666938,0.959999,4.757473,2.566422,0.968384,4.640610,2.624540,0.970562,4.735636,2.695292,0.972653,4.687420,2.582485,0.969704,4.725536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545989,0.127146,3.802103,1.474659,0.129943,3.846215,1.464489,0.132173,3.709052
1,0.010000,2.217696,-0.166265,1.443157,1.542923,0.134948,3.771978,0.001315,1.632523,0.142835,3.811074,0.000000,1.596863,0.142602,3.691601,0.000000,1.546683,0.127183,3.800665,0.609640,1.473840,0.129937,3.847172,0.693447,1.464705,0.132180,3.709380,0.899154,2.666940,0.960035,4.757502,2.566378,0.968485,4.640285,2.624475,0.970608,4.735458,2.695208,0.972746,4.687195,2.582494,0.969698,4.725632,1.481395,0.159891,3.731024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545977,0.127197,3.802057,1.474765,0.129905,3.846367,1.464435,0.132197,3.709080
2,0.020000,2.254946,-0.190470,1.355671,1.542902,0.134975,3.772128,0.001294,1.632500,0.142699,3.811261,0.000000,1.596883,0.142599,3.691775,0.000000,1.546640,0.127186,3.800811,0.609640,1.473785,0.130023,3.847293,0.693447,1.464703,0.132370,3.709499,0.899154,2.666943,0.960007,4.757463,2.566409,0.968466,4.640402,2.624510,0.970582,4.735615,2.695216,0.972755,4.687201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545983,0.127201,3.801986,1.474807,0.129986,3.846411,1.464415,0.132386,3.709280
3,0.030000,2.249987,-0.026995,1.346951,1.542826,0.135006,3.771890,0.001301,1.632536,0.142730,3.810767,0.000000,1.596578,0.142621,3.691383,0.000000,1.546646,0.127220,3.800563,0.663433,1.473924,0.130063,3.847253,0.662448,1.464448,0.132398,3.709486,0.909564,2.666905,0.960031,4.757466,2.566392,0.968497,4.640369,2.624461,0.970636,4.735411,2.695232,0.972726,4.687283,2.582476,0.969709,4.725544,1.481243,0.159985,3.730970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545961,0.127234,3.801911,1.474857,0.130029,3.846442,1.464171,0.132416,3.709196
4,0.040000,2.243510,-0.065241,1.323476,1.542751,0.135047,3.771880,0.001300,1.632439,0.142736,3.810814,0.000000,1.596558,0.142629,3.691406,0.000000,1.546549,0.127262,3.800556,0.636279,1.473797,0.130142,3.847198,0.685468,1.464413,0.132466,3.709424,0.899940,2.666910,0.960032,4.757472,2.566391,0.968457,4.640425,2.624467,0.970655,4.735355,2.695273,0.972706,4.687349,2.582501,0.969715,4.725557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545909,0.127275,3.801862,1.474736,0.130108,3.846361,1.464119,0.132484,3.709152
5,0.050000,2.276898,-0.034687,1.372067,1.542662,0.135134,3.771734,0.001345,1.632362,0.142879,3.810628,0.000000,1.596422,0.142810,3.691239,0.000000,1.546481,0.127336,3.800404,0.636279,1.473750,0.130126,3.847085,0.685468,1.464295,0.132522,3.709316,0.899940,2.666909,0.960036,4.757473,2.566462,0.968401,4.640686,2.624420,0.970667,4.735262,2.695214,0.972707,4.687304,,,,1.481125,0.160078,3.730819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545856,0.127346,3.801798,1.474664,0.130095,3.846219,1.463995,0.132540,3.709040
6,0.060000,2.296885,-0.081250,1.451810,1.542560,0.135274,3.771710,0.001320,1.632216,0.143127,3.810684,0.000000,1.596380,0.143051,3.691264,0.000000,1.546365,0.127471,3.800380,0.618137,1.473590,0.130146,3.846999,0.685267,1.464250,0.132577,3.709224,0.897864,2.666926,0.960000,4.757460,2.566413,0.968439,4.640457,2.624517,0.970601,4.735529,2.695239,0.972731,4.687296,2.582486,0.969700,4.725557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545766,0.127479,3.801689,1.474524,0.130116,3.846126,1.463940,0.132595,3.708966
7,0.070000,2.354589,0.040511,1.537702,1.542395,0.135522,3.771486,0.001337,1.632119,0.143477,3.810283,0.000000,1.596037,0.143465,3.690936,0.000000,1.546271,0.127696,3.800140,0.609489,1.473589,0.130208,3.846911,0.692601,1.463961,0.132763,3.709158,0.897027,2.666936,0.960009,4.757476,2.566396,0.968469,4.640400,2.624466,0.970618,4.735352,2.695233,0.972718,4.687351,2.582516,0.969679,4.725676,1.480989,0.160370,3.730705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545626,0.127702,3.801563,1.474487,0.130181,3.846072,1.463671,0.132781,3.708866
8,0.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666934,0.960014,4.757459,2.566399,0.968454,4.640337,2.624492,0.970597,4.735512,2.695205,0.972770,4.687191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545525,0.127964,3.801412,,,,1.463600,0.132969,3.708709
9,0.090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666961,0.959978,4.757458,2.566365,0.968520,4.640156,2.624501,0.970579,4.735533,2.695252,0.972699,4.687317,2.582513,0.969650,4.725725,1.480841,0.161032,3.730405,1.627118,0.142914,3.811346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545370,0.128368,3.801253,,,,1.463438,0.133369,3.708519
10,0.100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666934,0.960010,4.757461,2.566386,0.968462,4.640343,2.624494,0.970591,4.735481,2.695271,0.972642,4.687473,2.582490,0.969676,4.725632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545171,0.128965,3.801068,,,,1.463326,0.133804,3.708286
11,0.110000,1.642709,-0.049867,-0.183999,1.539840,0.136985,3.771555,0.001574,1.629749,0.142719,3.810314,0.000000,1.593723,0.142309,3.690952,0.000000,1.543469,0.129402,3.800307,0.609489,1.470879,0.134681,3.846992,0.692601,1.461380,0.135812,3.709210,0.897027,2.666924,0.960027,4.757479,2.566397,0.968488,4.640375,2.624520,0.970588,4.735495,2.695270,0.972636,4.687622,,,,1.480537,0.161933,3.729927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.629398,0.142639,3.810385,,,,1.545016,0.129542,3.800912,,,,1.460739,0.135803,3.708752
12,0.120000,0.352870,-0.593030,-0.474132,1.540852,0.137230,3.771095,0.001419,1.630425,0.143375,3.810564,0.908363,1.595513,0.140463,3.690906,0.000000,1.544172,0.130278,3.800044,0.583327,1.471179,0.136978,3.845910,0.000000,1.462972,0.135056,3.708054,0.803085,2.666894,0.960014,4.757473,2.566366,0.968476,4.640287,2.624495,0.970574,4.735559,2.695218,0.972739,4.687223,2.582487,0.969697,4.725622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.629400,0.143306,3.810023,,,,1.544987,0.130275,3.800750,,,,1.463123,0.135118,3.707888
13,0.130000,0.259043,-0.333520,-0.628385,1.541108,0.138046,3.770920,0.001286,1.630875,0.144015,3.809971,0.000000,1.595412,0.141004,3.690478,0.900658,1.544541,0.131132,3.799864,0.814248,1.471775,0.138100,3.846050,0.000001,1.462937,0.135979,3.708236,0.863519,2.666961,0.959968,4.757481,2.566368,0.968465,4.640211,2.624536,0.970518,4.735668,2.695216,0.972725,4.687206,2.582524,0.969647,4.725704,1.480272,0.163422,3.729445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595023,0.140998,3.690399,1.544923,0.131091,3.800500,1.467309,0.138464,3.844832,1.462992,0.136021,3.707695
14,0.140000,0.227772,-0.396487,-0.623649,1.541028,0.138951,3.770679,0.000633,1.630752,0.144948,3.809826,0.000000,1.595420,0.141869,3.690295,0.902865,1.544430,0.132053,3.799631,0.826908,1.471612,0.139041,3.845733,0.000000,1.462925,0.136844,3.707911,0.877878,2.666947,0.960000,4.757488,2.566339,0.968506,4.640205,2.624546,0.970502,4.735807,2.695260,0.972614,4.687502,,,,,,,1.626455,0.146545,3.810448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595065,0.141871,3.690138,1.544700,0.132011,3.800267,,,,1.463010,0.136883,3.707432
15,0.150000,2.222014,-0.200740,1.657924,1.541334,0.140902,3.770069,0.001340,1.630875,0.149120,3.809232,0.000000,1.595305,0.148762,3.689732,0.902865,1.545102,0.133150,3.798758,0.826908,1.472214,0.135630,3.845211,0.000000,1.463173,0.137848,3.707412,0.877878,2.666946,0.960004,4.757463,2.566376,0.968463,4.640404,2.624531,0.970524,4.735714,2.695257,0.972675,4.687393,2.582528,0.969690,4.725668,,,,1.626103,0.147710,3.810238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.544461,0.133160,3.800040,1.473204,0.135600,3.844311,1.462874,0.137864,3.707171
16,0.160000,2.252189,-0.092709,1.738587,1.541040,0.142281,3.769761,0.001419,1.630640,0.150612,3.808765,0.000000,1.594852,0.150263,3.689330,0.000000,1.544872,0.134519,3.798440,0.611836,1.472066,0.136868,3.845027,0.652812,1.462770,0.139144,3.707246,0.905589,2.666942,0.959974,4.757459,2.566405,0.968413,4.640472,2.624531,0.970566,4.735641,2.695210,0.972718,4.687159,2.582507,0.969665,4.725613,1.479965,0.166921,3.728868,1.601613,0.170132,3.815507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.544185,0.134528,3.799832,1.473077,0.136839,3.844075,1.462480,0.139159,3.707004
17,0.170000,0.228025,-1.301488,-0.522663,1.538927,0.142925,3.770226,0.001148,1.628010,0.149075,3.810785,0.000000,1.594577,0.145935,3.690711,0.884377,1.541882,0.136033,3.799228,0.469176,1.468334,0.142898,3.844173,0.559913,1.461830,0.140685,3.706232,0.864356,2.666982,0.959999,4.757480,2.566394,0.968449,4.640274,2.624516,0.970547,4.735609,2.695264,0.972675,4.687460,,,,,,,1.601867,0.170914,3.815444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.594196,0.145928,3.690449,1.543980,0.135873,3.799515,1.466606,0.142942,3.843842,1.462261,0.140739,3.706556
18,0.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666949,0.960007,4.757479,2.566432,0.968418,4.640511,2.624506,0.970570,4.735640,2.695262,0.972654,4.687433,2.582436,0.969726,4.725443,1.479413,0.169697,3.728030,1.602246,0.171915,3.815412,1.359030,-0.160456,3.628315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.462301,0.142239,3.706134
19,0.190000,0.202386,-1.828278,0.150056,1.537832,0.147232,3.770009,0.001475,1.626459,0.154453,3.811385,0.000000,1.594176,0.150836,3.691009,0.296813,1.540600,0.140395,3.799043,0.270285,1.466564,0.146431,3.843302,0.946818,1.461361,0.144043,3.705308,0.794658,2.666865,0.960040,4.757466,2.566419,0.968378,4.640556,2.624505,0.970566,4.735556,2.695223,0.972691,4.687330,2.582468,0.969663,4.725626,,,,1.602601,0.173237,3.815281,1.359039,-0.157988,3.628129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.591651,0.150925,3.689772,1.543364,0.139460,3.799000,1.466395,0.146478,3.843182,1.461957,0.144114,3.705868
20,0.200000,0.410931,-0.563633,-0.491435,1.539569,0.148442,3.769141,0.000627,1.629164,0.154520,3.808570,0.000000,1.594190,0.151740,3.688927,0.911799,1.542902,0.141460,3.798081,0.825825,1.469935,0.148135,3.843991,0.000000,1.461656,0.146356,3.706138,0.883211,2.666917,0.959995,4.757474,2.566373,0.968451,4.640373,2.624495,0.970552,4.735548,2.695257,0.972656,4.687424,,,,1.478879,0.173766,3.727473,,,,1.358671,-0.155907,3.627815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593890,0.151746,3.688741,1.543152,0.141415,3.798730,,,,1.461707,0.146394,3.705675
21,0.210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666960,0.959975,4.757458,2.566370,0.968425,4.640438,2.624515,0.970565,4.735542,2.695214,0.972704,4.687338,2.582525,0.969645,4.725807,,,,1.603407,0.175412,3.815076,1.358292,-0.153307,3.627572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.542884,0.143661,3.798470,,,,1.461505,0.149189,3.705451
22,0.220000,3.079103,-0.590249,1.186406,1.539618,0.154041,3.768794,0.001893,1.628969,0.160902,3.808643,0.000000,1.594172,0.162641,3.688928,0.000001,1.543134,0.145827,3.797386,0.747759,1.469971,0.148236,3.843408,0.593481,1.461841,0.152596,3.705603,0.875191,2.666928,0.960026,4.757460,2.566380,0.968447,4.640421,2.624535,0.970521,4.735706,2.695237,0.972659,4.687347,2.582463,0.969717,4.725554,1.477706,0.178768,3.726338,1.603647,0.176607,3.814955,1.357922,-0.150469,3.627346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.591362,0.158509,3.689212,1.542708,0.145838,3.798301,1.471259,0.148218,3.842415,1.461399,0.152640,3.705375
23,0.230000,1.706342,-0.422832,-1.272764,1.539010,0.156258,3.769003,0.001207,1.628780,0.160222,3.808303,0.000000,1.593465,0.160638,3.688728,0.954055,1.542321,0.148574,3.797767,0.880181,1.469569,0.155192,3.844026,0.000001,1.460915,0.156661,3.706192,0.920052,2.666906,0.960017,4.757468,2.566394,0.968428,4.640429,2.624498,0.970534,4.735542,2.695225,0.972710,4.687243,,,,,,,1.624358,0.161638,3.808807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593321,0.160662,3.688616,1.542506,0.148547,3.798208,1.471174,0.150941,3.842260,1.460858,0.156707,3.705880
24,0.240000,4.246747,-0.257725,0.195921,1.539512,0.160178,3.768167,0.001370,1.629233,0.164716,3.807516,0.000000,1.593666,0.169501,3.688110,0.954055,1.543080,0.151321,3.796560,0.880181,1.470280,0.154013,3.843137,0.000001,1.461299,0.161341,3.705511,0.920052,2.666937,0.960014,4.757473,2.566392,0.968441,4.640310,2.624518,0.970556,4.735617,2.695243,0.972707,4.687357,2.582525,0.969670,4.725786,1.476218,0.184870,3.724586,1.624205,0.163772,3.808941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.542378,0.151297,3.798023,1.471200,0.153992,3.842284,1.461027,0.161374,3.705223
25,0.250000,0.549671,-0.573651,-4.615369,1.539563,0.162066,3.768725,0.001676,1.629375,0.161562,3.808124,0.000000,1.594254,0.161681,3.688492,0.000000,1.542394,0.154771,3.797641,0.594132,1.470110,0.166531,3.843611,0.686345,1.461681,0.165786,3.705758,0.900519,2.666966,0.959981,4.757469,2.566379,0.968453,4.640356,2.624525,0.970541,4.735659,2.695169,0.972735,4.687168,2.582519,0.969696,4.725641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.630809,0.161617,3.808564,,,,1.542071,0.154690,3.797868,,,,1.460948,0.165831,3.705187
26,0.260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666993,0.959964,4.757505,2.566402,0.968419,4.640532,2.624525,0.970561,4.735563,2.695244,0.972722,4.687313,,,,1.475259,0.192186,3.723238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.541866,0.158420,3.797787,,,,1.460865,0.170120,3.705034
27,0.270000,3.190259,-0.958652,-2.019075,1.537961,0.171013,3.768420,0.001439,1.627419,0.172740,3.808582,0.624933,1.593186,0.176742,3.688759,0.000000,1.540912,0.162541,3.797001,0.899128,1.467842,0.168937,3.842789,0.000000,1.460443,0.174106,3.704971,0.767276,2.666925,0.960033,4.757483,2.566411,0.968424,4.640472,2.624524,0.970561,4.735579,2.695241,0.972662,4.687445,2.582451,0.969735,4.725466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.626320,0.172715,3.808034,,,,1.541716,0.162499,3.797636,,,,1.460619,0.174165,3.704847
28,0.280000,3.951997,-0.866459,-0.951552,1.538014,0.175345,3.767903,0.001858,1.627447,0.178223,3.808055,0.692802,1.593077,0.183140,3.688305,0.000000,1.541139,0.166559,3.796370,0.743779,1.467988,0.170993,3.842261,0.000000,1.460416,0.177812,3.704524,0.944248,2.666927,0.959957,4.757473,2.566384,0.968438,4.640442,2.624487,0.970543,4.735640,2.695201,0.972739,4.687246,2.582515,0.969636,4.725775,1.474992,0.200858,3.723385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.625892,0.177727,3.807617,,,,1.541394,0.167257,3.797333,1.470042,0.170259,3.841414,1.460317,0.177839,3.704345
29,0.290000,3.731375,-0.496974,0.330030,1.538092,0.181028,3.767257,0.001327,1.627632,0.186106,3.806951,0.000000,1.592575,0.189741,3.687355,0.000000,1.541556,0.172434,3.795744,0.641033,1.468548,0.175395,3.841980,0.692662,1.460150,0.181465,3.704256,0.890254,2.666916,0.960042,4.757493,2.566415,0.968453,4.640396,2.624520,0.970571,4.735580,2.695207,0.972694,4.687300,,,,,,,1.622528,0.185076,3.807927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.541078,0.172411,3.797098,1.469399,0.175374,3.841093,1.459801,0.181499,3.703992
30,0.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.666926,0.960007,4.757456,2.566353,0.968465,4.640306,2.624559,0.970509,4.735775,2.695246,0.972676,4.687349,2.582477,0.969655,4.725712,1.475391,0.210361,3.724013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.540628,0.177779,3.796813,,,,1.459433,0.185486,3.703716
31,0.310000,2.387319,-0.575867,1.100507,1.537229,0.191411,3.766621,0.001395,1.626604,0.198620,3.806357,0.000000,1.591770,0.198966,3.686641,0.000000,1.540742,0.183538,3.795309,0.641033,1.467598,0.186611,3.841321,0.692662,1.459429,0.189321,3.703476,0.890254,2.666938,0.960007,4.757469,2.566386,0.968473,4.640423,2.624529,0.970572,4.735571,2.695207,0.972744,4.687254,2.582463,0.969693,4.725618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.540122,0.183548,3.796651,1.468588,0.186574,3.840372,1.459118,0.189341,3.703241
32,0.320000,1.844563,-0.598083,1.494479,1.536694,0.196977,3.766256,0.001340,1.625990,0.205178,3.805976,0.000000,1.591236,0.204143,3.686240,0.000000,1.540242,0.189402,3.795020,0.655061,1.467047,0.192412,3.840956,0.666651,1.458953,0.193751,3.703087,0.900263,2.666978,0.959972,4.757466,2.566395,0.968461,4.640329,2.624509,0.970532,4.735636,2.695223,0.972712,4.687212,,,,1.475601,0.220779,3.724799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.539678,0.189419,3.796280,1.468009,0.192375,3.840033,1.458627,0.193767,3.702858
